asset_name,network_element,network_element_str,network,latitude,longitude,augmentation_invest,replacement_invest,connections_invest,opex,other_invest,total_invest,deferrable_invest,invest_year,invest_year_str,commitment_year,email,phone,info_link,apr_link,data_currency,next_update,investment_description,demand_growth,constraint_season,annual_deferral_pool,wacc_rate,depr_rate
ROCKLEA (TRANSFORMER),TS,Transmission Station,Powerlink,-27.552163,152.999615,,5,,250000,,5,5,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Rocklea 275_110kV transformer replacement.,,"Summer, Winter",0.42,0.0508,0.033
ROSS,TS,Transmission Station,Powerlink,-19.405053,146.7,,8,,320000,,8,8,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Ross 275kV and 132kV secondary systems replacement.,,Winter,0.67,0.0508,0.033
BLACKSTONE,TS,Transmission Station,Powerlink,-27.64732995,152.8122909,,32,,2880000,,32,32,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,South East Queensland bus reactors.,,,2.68,0.0508,0.033
SOUTH PINE (TRANSFORMER),TS,Transmission Station,Powerlink,-27.322975,152.968959,,2,,180000,,2,2,2025,2025,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,South Pine 275_110kV transformer life extension.,,"Summer, Winter",0.17,0.0508,0.033
SOUTH PINE,TS,Transmission Station,Powerlink,-27.322975,152.968959,,5,,200000,,5,5,2025,2025,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,South Pine 275kV primary plant replacement.,,"Summer, Winter",0.42,0.0508,0.033
SOUTH PINE (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-27.3,153,,6,,300000,,6,6,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,South Pine SVC secondary systems replacement.,,,0.5,0.0508,0.033
STRATHMORE (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-20.500616,147.775517,,15,,900000,,15,15,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Strathmore 275kV and 132kV secondary systems replacement.,,Summer,1.26,0.0508,0.033
STRATHMORE,TS,Transmission Station,Powerlink,-20.500616,147.775517,,6,,480000,,6,6,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Strathmore SVC secondary systems replacement.,,,0.5,0.0508,0.033
SUMNER,TS,Transmission Station,Powerlink,-27.557033,152.944617,,4,,280000,,4,4,2026,2026,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Sumner 110kV secondary systems replacement.,,Winter,0.34,0.0508,0.033
TANGKAM,TS,Transmission Station,Powerlink,-27.5,151.6713331,,13,,1300000,,13,13,2024,2024,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Tangkam 110kV secondary systems replacement.,,Winter,1.09,0.0508,0.033
TARONG,TS,Transmission Station,Powerlink,-26.786088,151.904873,,29,,1160000,,29,29,2025,2025,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,"Tarong 275kV, 132kV and 66kV secondary systems replacement.",,Winter,2.43,0.0508,0.033
TEEBAR CREEK,TS,Transmission Station,Powerlink,-25.689786,152.247842,,19,,1140000,,19,19,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Teebar Creek secondary systems replacement.,,Winter,1.59,0.0508,0.033
TOWNSVILLE EAST (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-19.261808,146.832931,,4,,240000,,4,4,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Townsville East 132kV secondary systems replacement.,,Winter,0.34,0.0508,0.033
TOWNSVILLE SOUTH,TS,Transmission Station,Powerlink,-19.351396,146.851857,,16,,960000,,16,16,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Townsville South 132kV secondary systems replacement.,,Summer,1.34,0.0508,0.033
TULLY,TS,Transmission Station,Powerlink,-17.954554,145.908676,,6,,600000,,6,6,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Tully 132_22kV transformer replacement.,,Winter,0.5,0.0508,0.033
TURKINJE,TS,Transmission Station,Powerlink,-17.062266,145.434553,,4,,320000,,4,4,2024,2024,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Turkinje 132kV primary plant replacement.,,"Summer, Winter",0.34,0.0508,0.033
WEST DARRA,TS,Transmission Station,Powerlink,-27.562774,152.901067,,11,,550000,,11,11,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,West Darra 110kV secondary systems replacement.,,"Summer, Winter",0.92,0.0508,0.033
WOOLOOGA (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-26.091431,152.437651,,40,,2000000,,40,40,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Woolooga 275kV and 132kV primary plant and secondary systems replacement.,,Winter,3.35,0.0508,0.033
WOREE (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-16.955051,145.751276,,17,,850000,,17,17,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Woree 275kV and 132kV secondary systems replacement.,,"Summer, Winter",1.42,0.0508,0.033
YABULU SOUTH (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-19.25179612,146.5753806,,7,,350000,,7,7,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Yabulu South 132kV secondary systems replacement.,,Winter,0.59,0.0508,0.033
GREENBANK - MUDGEERABA (F835) - 275KV,TL,Transmission Line,Powerlink,-27.7332,152.955,,53,,3180000,,53,53,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on sections of the 275kV transmission lines between Greenbank and Mudgeeraba substations.,,Summer,4.44,0.0508,0.033
BLACKSTONE - ABERMAIN (F715) - 110KV,TL,Transmission Line,Powerlink,-27.6473,152.812,,8,,400000,,8,8,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on the 110kV transmission line between Blackstone and Abermain substations.,,"Summer, Winter",0.67,0.0508,0.033
MUDGEERABA - NSW BORDER (F757) - 110KV,TL,Transmission Line,Powerlink,-28.0941,153.398,,5,,300000,,5,5,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on the 110kV transmission line between Mudgeeraba substation and Terranora.,,"Summer, Winter",0.42,0.0508,0.033
ALGESTER - RICHLANDS (F7294) - 110KV,TL,Transmission Line,Powerlink,-27.5795,152.96,,2,,120000,,2,2,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on the 110kV transmission line between Richlands and Algester substations.,,Summer,0.17,0.0508,0.033
UPPER KEDRON - WEST DARRA (F776) - 110KV,TL,Transmission Line,Powerlink,-27.5628,152.901,,5,,100000,,5,5,2032,2032,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on the 110kV transmission line between West Darra and Upper Kedron substations.,,Summer,0.42,0.0508,0.033
MURARRIE - BELMONT (F8837) - 275KV,TL,Transmission Line,Powerlink,-27.5383,153.114,,2,,120000,,2,2,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on the 110kV transmission lines between Belmont and Murarrie substations.,,Summer,0.17,0.0508,0.033
BLACKSTONE - REDBANK PLAINS (F717) - 110KV,TL,Transmission Line,Powerlink,-27.6406,152.852,,11,,440000,,11,11,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,"Line refit works on the 110kV transmission lines between Swanbank, Redbank Plains and West Darra substations.",,"Summer, Winter",0.92,0.0508,0.033
BOULDERCOMBE - EGANS HILL (F7221) - 132KV,TL,Transmission Line,Powerlink,-23.5354,150.488,,3,,120000,,3,3,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on the 132kV transmission line between Bouldercombe substation and Bouldercombe Tee.,,Summer,0.25,0.0508,0.033
BILOELA - CALVALE TEE (F7109/2) - 132KV,TL,Transmission Line,Powerlink,-24.3437,150.627,,5,,450000,,5,5,2025,2025,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,"Line refit works on the 132kV transmission line between Calvale, Biloela and Moura substations.",,Summer,0.42,0.0508,0.033
NEBO - PIONEER VALLEY (F7304) - 132KV,TL,Transmission Line,Powerlink,-21.6324,148.685,,33,,1650000,,33,33,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on the 132kV transmission line between Nebo Substation and Eton Tee.,,Summer,2.77,0.0508,0.033
ROSS - DAN GLEESON (F7151/1) - 132KV,TL,Transmission Line,Powerlink,-19.4051,146.725,,8,,400000,,8,8,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on the 132kV transmission line between Ross and Dan Gleeson substations.,,"Summer, Winter",0.67,0.0508,0.033
DAN GLEESON - ALAN SHERRIFF (F7151/2) - 132KV,TL,Transmission Line,Powerlink,-19.3,146.7,,4,,240000,,4,4,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on the 132kV transmission lines between Dan Gleeson and Alan Sherriff substations.,,Summer,0.34,0.0508,0.033
ROSS - TOWNSVILLE SOUTH (F7249R) - 132KV,TL,Transmission Line,Powerlink,-19.3514,146.852,,4,,200000,,4,4,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on the 132kV transmission lines between Townsville South and Ross substations.,,"Summer, Winter",0.34,0.0508,0.033
BLACKWALL - BELMONT (F817) - 275KV,TL,Transmission Line,Powerlink,-27.5416,152.789,,4,,160000,,4,4,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on the 275kV transmission line between Bergins Hill and Karana Downs.,,"Summer, Winter",0.34,0.0508,0.033
GOODNA - BELMONT (F8842) - 275KV,TL,Transmission Line,Powerlink,-27.6197,152.877,,38,,1520000,,38,38,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,"Line refit works on the 275kV transmission line between Bergins Hill, Goodna and Belmont substations.",,"Summer, Winter",3.18,0.0508,0.033
BOULDERCOMBE - NEBO (F821) - 275KV,TL,Transmission Line,Powerlink,-23.5354,150.488,,31,,1550000,,31,31,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on the 275kV transmission line between Bouldercombe and Nebo substations.,,Summer,2.6,0.0508,0.033
CALLIOPE RIVER - WURDONG (F818) - 275KV,TL,Transmission Line,Powerlink,-23.8566,151.192,,28,,2240000,,28,28,2026,2026,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Rebuild of the transmission line between Calliope River Substation and the Wurdong Tee.,,Summer,2.35,0.0508,0.033
ROCKLEA - SOUTH PINE (F809) - 275KV,TL,Transmission Line,Powerlink,-27.323,152.969,,8,,320000,,8,8,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on the 275kV transmission line between Karana Downs and South Pine.,,"Summer, Winter",0.67,0.0508,0.033
SOUTH PINE - PALMWOODS (F808) - 275KV,TL,Transmission Line,Powerlink,-27.3226,152.97,,13,,260000,,13,13,2032,2032,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on the 275kV transmission line between South Pine and Palmwoods substations.,,Summer,1.09,0.0508,0.033
SOUTH PINE - WOOLOOGA (F807) - 275KV,TL,Transmission Line,Powerlink,-26.0914,152.438,,38,,2280000,,38,38,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Line refit works on the 275kV transmission line between Woolooga and South Pine substations.,,Winter,3.18,0.0508,0.033
